model,split,mae,rmse,mape_pct,r2
ridge,train,0.8364375054711172,1.213276704530774,17.84534516493883,0.5282914956411477
ridge,test,0.6862431576733641,0.8632482069121896,10.990873402913357,0.5445628028819771
ridge,eval,0.6621564074977396,0.798941697483267,11.024699570295606,0.6077720535823131
xgboost,train,0.36500253949505945,0.46125390341065853,6.4190453474955635,0.9318235949673929
xgboost,test,0.638845793914795,0.8142466840291008,10.192757290947874,0.5948002904448431
xgboost,eval,0.5745039329528809,0.7049123304439584,9.625598562283272,0.6946636055469291
lightgbm,train,0.49746877498910913,0.6572178796788459,9.317192253277621,0.8615883238323929
lightgbm,test,0.6226950154293275,0.786731881100829,9.891661046937559,0.6217223978245
lightgbm,eval,0.5697120670603429,0.6935853894642455,9.453446719426807,0.704397413163373
